Brand,RAM,Storage,Processor,ScreenSize,Price
Asus,4,512,i7,17.0,63578.64
Asus,4,256,i7,14.0,53827.99
Asus,8,1024,i9,17.0,111891.03
Acer,16,512,i3,17.0,69069.52
Acer,16,512,i3,13.3,72467.02
HP,32,512,i3,13.3,113139.57
Lenovo,4,256,i3,13.3,35007.78
Acer,16,1024,i3,17.0,90409.02
Acer,16,1024,i7,13.3,115152.07
Lenovo,8,256,i7,15.6,70201.38
Asus,8,512,i3,13.3,49498.65
Acer,32,1024,i9,14.0,169636.12
Lenovo,16,512,i7,17.0,95427.67
Dell,16,1024,i5,13.3,107905.17
Asus,4,512,i5,17.0,53428.58
HP,16,256,i9,15.6,99632.3
Acer,4,1024,i9,14.0,101908.3
Asus,16,256,i5,14.0,73389.35
Acer,32,1024,i5,13.3,144851.36
HP,16,256,i9,13.3,98699.51
Dell,16,1024,i7,14.0,115205.38
Acer,8,256,i5,14.0,56149.14
HP,8,512,i5,17.0,61692.46
HP,16,1024,i5,13.3,107816.0
Acer,4,512,i9,17.0,75027.99
Lenovo,4,1024,i9,13.3,100911.91
HP,32,512,i9,13.3,149649.42
HP,8,1024,i7,17.0,100380.27
Lenovo,8,512,i7,17.0,78087.18
Dell,8,1024,i3,14.0,75595.43
Asus,32,512,i7,14.0,134938.61
Acer,16,1024,i3,13.3,93792.63
HP,32,1024,i3,15.6,130027.37
HP,4,256,i7,15.6,54229.8
Lenovo,8,512,i7,15.6,72591.54
Asus,8,512,i7,13.3,75266.83
Dell,16,256,i3,15.6,62807.01
Lenovo,32,512,i3,13.3,110755.09
Acer,32,1024,i7,17.0,159202.93
Acer,4,512,i5,13.3,57002.47
Lenovo,16,1024,i7,15.6,114604.68
Acer,8,256,i7,14.0,65618.47
Asus,8,256,i3,13.3,41038.61
Dell,8,1024,i9,15.6,106715.48
HP,8,512,i9,13.3,90790.88
Acer,4,256,i5,17.0,47454.11
Asus,8,256,i7,15.6,64924.56
Dell,4,256,i7,13.3,59695.7
HP,32,512,i7,14.0,137822.68
Acer,16,512,i5,13.3,82759.61
Asus,16,1024,i9,15.6,132474.31
HP,4,1024,i7,14.0,86046.89
Asus,4,256,i5,17.0,43472.7
Asus,8,512,i5,14.0,60725.23
Dell,16,1024,i5,17.0,105143.5
Asus,16,512,i5,14.0,86478.61
HP,4,256,i3,13.3,34998.22
Asus,32,256,i7,14.0,123664.92
Lenovo,4,512,i3,15.6,45772.63
Dell,8,512,i7,13.3,80413.32
Asus,4,512,i5,17.0,53188.82
Acer,4,512,i5,15.6,53613.14
Acer,16,256,i9,13.3,97482.85
Acer,16,512,i5,14.0,82444.03
Asus,32,512,i5,15.6,123482.86
Acer,8,1024,i5,17.0,84644.14
Asus,16,1024,i3,17.0,91197.33
Acer,8,256,i7,13.3,66437.56
Acer,16,512,i7,17.0,94075.67
Asus,16,512,i5,14.0,86863.65
HP,4,512,i3,17.0,42779.84
Asus,4,512,i7,17.0,64966.36
Dell,8,512,i5,15.6,66792.57
Lenovo,32,512,i9,13.3,145913.4
Acer,32,256,i7,17.0,122712.56
HP,16,256,i3,15.6,63459.48
Acer,32,1024,i3,13.3,133139.11
Asus,8,1024,i9,14.0,107880.32
Lenovo,8,1024,i5,15.6,84746.4
HP,8,256,i9,15.6,81248.79
Dell,32,512,i3,14.0,114528.64
Asus,4,512,i7,14.0,65536.94
HP,16,512,i9,14.0,106293.4
Dell,8,1024,i9,17.0,105119.1
HP,4,512,i9,15.6,80932.81
Lenovo,16,256,i9,14.0,102140.09
HP,4,512,i3,17.0,40412.18
Lenovo,8,1024,i5,17.0,83688.48
Asus,4,1024,i3,15.6,62643.25
Dell,32,1024,i7,14.0,159446.44
Dell,4,1024,i9,13.3,98382.14
Lenovo,16,1024,i7,17.0,118334.71
HP,4,256,i9,15.6,64265.04
HP,8,1024,i9,13.3,110370.81
Acer,4,512,i3,13.3,43883.39
Asus,8,1024,i3,14.0,72096.45
Asus,4,512,i7,15.6,63247.93
Dell,32,512,i5,17.0,122283.72
Asus,32,512,i5,13.3,122570.8
Dell,32,256,i5,15.6,116435.04
Asus,8,1024,i9,17.0,108275.99
Lenovo,8,512,i9,17.0,91997.06
Lenovo,16,1024,i3,15.6,92449.38
Asus,4,512,i9,14.0,75073.9
Acer,4,512,i3,14.0,38988.92
HP,4,512,i5,15.6,54452.23
Acer,32,512,i3,17.0,109953.47
Asus,32,256,i5,14.0,110601.38
Dell,4,512,i5,13.3,54403.67
Lenovo,8,256,i7,17.0,69772.2
Acer,4,256,i9,14.0,65645.15
Lenovo,16,512,i7,17.0,100048.21
Asus,32,512,i5,15.6,123500.98
Acer,16,512,i7,17.0,97171.3
Acer,8,512,i5,15.6,60484.93
Asus,8,512,i3,14.0,52075.22
Lenovo,8,1024,i9,14.0,112556.95
Acer,8,1024,i9,15.6,112371.84
Asus,4,256,i9,15.6,70354.35
Lenovo,4,1024,i5,14.0,72644.29
Asus,16,256,i7,13.3,84977.92
Dell,16,1024,i3,15.6,92217.68
Lenovo,8,256,i7,14.0,66506.82
Dell,16,512,i9,15.6,108470.91
Acer,32,512,i9,15.6,149917.35
HP,16,512,i7,15.6,96173.2
HP,8,512,i7,14.0,72667.72
HP,4,256,i5,17.0,47992.34
Lenovo,8,512,i3,17.0,56090.52
Asus,8,256,i3,17.0,43595.41
HP,16,1024,i3,15.6,92894.3
HP,32,1024,i3,15.6,135237.15
HP,8,1024,i5,17.0,86768.36
Asus,32,512,i3,14.0,115878.73
Acer,4,512,i5,13.3,56286.65
Acer,16,1024,i9,15.6,126711.07
Acer,16,1024,i9,14.0,131542.59
Lenovo,8,1024,i3,17.0,75115.01
Dell,8,1024,i9,13.3,107553.76
Dell,32,256,i3,14.0,98252.22
Lenovo,32,1024,i3,14.0,132679.96
Acer,16,1024,i7,13.3,118714.53
Acer,8,1024,i7,15.6,96455.6
Asus,16,512,i9,14.0,110833.55
HP,4,512,i7,17.0,65687.75
Dell,4,256,i5,17.0,42948.33
Asus,16,512,i5,13.3,87599.43
Asus,4,256,i7,15.6,55605.28
HP,32,256,i5,13.3,117299.24
HP,4,256,i3,14.0,34180.05
Dell,32,512,i9,13.3,152120.51
Dell,32,512,i7,17.0,139655.62
Dell,16,256,i5,13.3,74098.76
Asus,32,512,i3,14.0,110571.62
Acer,16,256,i9,15.6,97101.86
Acer,4,1024,i7,15.6,89710.67
HP,32,256,i7,14.0,129394.37
Acer,8,1024,i7,13.3,94958.44
Asus,8,256,i5,14.0,56027.58
Dell,4,1024,i7,17.0,85138.64
Asus,16,1024,i3,17.0,94452.31
Asus,8,512,i7,13.3,77775.51
Dell,32,256,i3,13.3,102902.74
Acer,16,512,i5,15.6,86068.48
Dell,8,512,i7,15.6,78362.46
HP,8,1024,i5,17.0,86155.47
Dell,4,512,i5,14.0,53973.7
Acer,8,512,i7,17.0,73108.15
Lenovo,8,1024,i9,13.3,111987.68
Asus,4,256,i9,13.3,64606.58
Acer,32,1024,i3,13.3,133301.38
Asus,4,256,i5,15.6,46710.55
Acer,32,256,i3,15.6,99162.6
HP,8,1024,i7,14.0,93694.38
Dell,8,256,i5,15.6,54470.73
Dell,16,512,i7,15.6,93819.19
HP,8,256,i9,15.6,78657.64
Asus,4,256,i5,17.0,40449.6
Lenovo,16,512,i9,13.3,106985.27
HP,8,256,i3,17.0,40170.36
Asus,8,512,i9,13.3,91699.79
Lenovo,16,256,i3,17.0,61327.74
Asus,32,512,i3,13.3,111093.34
Asus,32,1024,i9,14.0,168225.8
Dell,8,1024,i5,15.6,84634.08
Dell,8,1024,i7,17.0,93688.52
Acer,4,1024,i5,17.0,72388.91
HP,4,512,i7,15.6,67700.29
Lenovo,16,256,i9,13.3,96174.39
Lenovo,8,512,i5,14.0,68232.73
Acer,8,256,i3,13.3,43344.83
Dell,32,512,i3,13.3,111700.03
HP,4,256,i3,15.6,36056.26
Asus,4,512,i3,15.6,45399.76
Dell,16,256,i7,15.6,87704.25
Asus,16,1024,i9,15.6,128811.27
Dell,16,256,i9,14.0,96337.27
Lenovo,16,256,i7,14.0,82627.22
HP,16,512,i5,17.0,81231.65
Lenovo,32,1024,i9,14.0,165777.32
Lenovo,32,512,i3,15.6,113086.99
HP,16,1024,i7,17.0,114619.39
HP,4,512,i9,13.3,77491.59
Asus,4,512,i9,13.3,81657.48
Asus,4,1024,i9,13.3,101517.95
Acer,16,1024,i9,17.0,132284.52
Lenovo,8,256,i7,15.6,66208.01
Lenovo,16,512,i3,15.6,74729.64
Lenovo,16,512,i7,13.3,94537.79
Acer,4,1024,i5,13.3,73125.31
Acer,32,1024,i3,17.0,134304.32
Acer,16,512,i3,14.0,68890.93
HP,16,1024,i9,17.0,127511.8
HP,4,256,i9,15.6,68850.2
Lenovo,4,1024,i9,17.0,100392.76
Acer,32,1024,i5,14.0,143334.19
Dell,32,1024,i3,13.3,132147.82
HP,8,512,i3,13.3,50042.9
Lenovo,8,256,i5,17.0,53763.38
Lenovo,4,512,i9,13.3,80075.71
Dell,32,512,i9,17.0,148882.73
Asus,16,1024,i5,17.0,107957.27
Dell,4,1024,i9,13.3,100338.25
HP,4,256,i3,17.0,31084.6
Acer,32,512,i5,13.3,122066.13
HP,16,256,i9,14.0,95961.01
HP,32,1024,i3,13.3,129634.02
HP,16,256,i7,13.3,85154.66
HP,32,256,i7,15.6,127276.65
Dell,8,512,i3,15.6,51971.86
Acer,4,1024,i3,13.3,62858.58
Asus,4,256,i9,17.0,70243.97
HP,4,256,i5,15.6,46409.32
Asus,4,1024,i7,15.6,88657.39
Lenovo,16,256,i9,13.3,102211.99
Dell,32,512,i5,17.0,122529.94
Acer,16,512,i5,14.0,84663.32
Acer,32,256,i3,15.6,105921.8
Asus,8,512,i7,14.0,76612.82
Acer,16,512,i3,15.6,73801.32
Dell,32,256,i9,14.0,139094.33
Acer,4,512,i3,15.6,43605.82
HP,32,1024,i7,13.3,155634.56
Asus,8,512,i7,17.0,78550.31
Asus,8,256,i5,14.0,58161.79
Dell,16,512,i5,14.0,82614.93
Asus,8,1024,i3,17.0,74536.41
Dell,32,256,i3,13.3,99829.87
Lenovo,4,1024,i9,13.3,100104.75
Dell,4,256,i3,14.0,30066.55
Lenovo,4,512,i5,15.6,57267.97
Lenovo,32,512,i7,15.6,137552.06
Asus,4,512,i9,15.6,82407.74
Lenovo,4,256,i3,14.0,31080.44
Acer,4,512,i3,15.6,41097.89
Acer,32,512,i9,14.0,152394.16
Asus,4,1024,i5,17.0,71478.21
Dell,32,512,i7,15.6,135551.43
HP,8,512,i7,17.0,74621.48
Asus,8,1024,i3,15.6,75472.94
Acer,16,256,i3,15.6,64672.88
Dell,8,256,i3,14.0,41926.28
Dell,32,1024,i7,14.0,154288.66
Asus,4,256,i9,13.3,65212.13
Lenovo,16,256,i7,15.6,88261.32
Dell,8,512,i9,14.0,91548.25
Asus,8,512,i7,13.3,76944.04
Acer,32,512,i5,17.0,123346.44
Dell,16,512,i7,17.0,97152.41
Asus,8,256,i3,17.0,44357.04
HP,32,1024,i9,15.6,167683.7
Lenovo,16,256,i3,13.3,61525.64
Acer,16,512,i9,15.6,110660.03
HP,16,512,i3,17.0,72728.12
Acer,4,512,i9,13.3,78349.24
Acer,4,512,i9,13.3,77421.67
Dell,32,512,i7,13.3,138137.03
Dell,16,1024,i9,17.0,128076.64
Dell,16,256,i3,13.3,61557.09
Dell,4,512,i5,17.0,51847.05
Asus,32,256,i5,17.0,113320.93
HP,8,256,i7,14.0,64435.95
Dell,8,1024,i5,17.0,85168.01
Lenovo,16,256,i7,13.3,86764.41
Acer,8,1024,i5,15.6,86767.42
Dell,4,512,i7,15.6,67480.35
Dell,32,256,i7,17.0,127448.28
Asus,8,256,i5,14.0,56585.04
Dell,32,512,i3,13.3,112341.19
Lenovo,16,512,i3,17.0,75608.8
Lenovo,32,256,i7,15.6,128358.82
HP,8,512,i7,15.6,80172.81
Dell,4,512,i5,17.0,56136.68
Asus,8,256,i5,15.6,57260.3
HP,4,512,i5,13.3,55662.36
HP,8,256,i7,17.0,63219.73
Dell,4,512,i3,13.3,39421.29
Dell,8,512,i7,17.0,78533.23
Dell,32,1024,i9,13.3,166269.65
Asus,4,1024,i3,14.0,60197.49
Acer,4,512,i7,13.3,65671.47
Asus,8,512,i9,14.0,91500.32
Dell,4,512,i7,13.3,68467.92
HP,16,1024,i5,17.0,103548.89
Asus,32,256,i9,14.0,135787.35
Acer,32,1024,i3,17.0,131241.72
HP,8,1024,i3,14.0,73010.5
HP,4,512,i5,17.0,50899.67
Asus,8,512,i9,17.0,91040.15
Acer,16,256,i9,15.6,95240.27
Acer,16,256,i7,15.6,83012.7
Acer,4,256,i7,15.6,59749.74
Acer,16,1024,i5,14.0,106923.21
Asus,8,1024,i9,15.6,112771.91
Dell,8,1024,i7,13.3,96163.51
Lenovo,16,256,i9,17.0,96302.85
Acer,4,256,i7,13.3,59742.3
Dell,8,256,i7,17.0,63683.93
Dell,4,512,i5,15.6,51584.19
HP,16,256,i7,15.6,82851.08
Dell,8,1024,i5,15.6,86262.17
HP,16,512,i5,15.6,81535.81
Dell,4,256,i9,13.3,68014.2
Lenovo,32,512,i3,13.3,110591.36
Lenovo,4,512,i7,14.0,63315.52
Acer,32,1024,i9,13.3,165453.77
Asus,8,256,i5,14.0,51005.13
Acer,16,1024,i3,15.6,91869.29
Dell,16,512,i3,13.3,74820.23
Acer,8,256,i9,13.3,79670.37
Acer,4,512,i9,15.6,77301.45
Dell,8,1024,i5,14.0,86194.54
Lenovo,8,256,i3,15.6,41243.86
HP,8,256,i5,14.0,53950.59
Lenovo,8,1024,i9,14.0,108761.7
HP,4,1024,i9,17.0,102399.62
Asus,4,1024,i7,13.3,83495.25
Asus,4,256,i3,14.0,35863.13
Lenovo,32,1024,i3,15.6,130939.3
Lenovo,4,256,i9,17.0,71470.42
HP,32,256,i5,14.0,114211.94
HP,8,1024,i5,13.3,85370.57
Acer,4,256,i3,13.3,29438.55
Acer,32,512,i7,14.0,138950.99
Lenovo,4,1024,i7,17.0,90905.02
Dell,4,256,i3,13.3,33697.88
Asus,8,512,i9,15.6,88448.83
Asus,4,1024,i5,17.0,73958.82
Lenovo,32,1024,i3,15.6,131043.97
Dell,32,256,i7,13.3,124023.67
Dell,16,1024,i5,13.3,107994.86
Acer,8,512,i7,15.6,73824.73
Lenovo,32,256,i5,17.0,112213.57
HP,4,1024,i5,14.0,73167.11
Lenovo,8,256,i5,14.0,54996.95
HP,32,512,i5,13.3,122480.55
HP,32,256,i5,13.3,115200.48
Dell,32,1024,i5,13.3,147796.48
Lenovo,32,1024,i3,14.0,132359.03
HP,4,256,i9,17.0,65447.89
Lenovo,16,512,i3,14.0,75380.59
Acer,16,1024,i3,17.0,93035.79
HP,16,1024,i5,15.6,101188.81
Acer,4,512,i3,17.0,45673.85
Acer,4,256,i3,15.6,34963.43
Asus,16,256,i9,13.3,98975.57
HP,16,512,i5,15.6,86703.13
Asus,8,1024,i5,17.0,82885.9
Asus,8,256,i7,14.0,63386.91
HP,32,1024,i7,15.6,155345.97
Dell,8,256,i3,17.0,40973.64
Dell,16,256,i7,17.0,88860.45
Asus,8,256,i9,17.0,81682.53
Acer,8,1024,i9,15.6,107106.12
Lenovo,4,256,i9,14.0,68290.66
Acer,32,512,i3,15.6,108827.91
Lenovo,4,1024,i3,15.6,65927.73
Lenovo,16,512,i3,15.6,71865.26
HP,8,1024,i3,17.0,75517.12
Lenovo,8,1024,i9,14.0,110816.12
Lenovo,32,512,i9,15.6,151545.54
Acer,16,256,i3,13.3,65026.81
Asus,4,512,i5,13.3,55632.74
HP,4,512,i9,13.3,74948.58
Lenovo,32,256,i7,14.0,123948.79
HP,32,256,i5,15.6,112959.7
Asus,4,1024,i7,13.3,85887.51
Dell,8,256,i9,13.3,81423.41
Acer,32,256,i7,14.0,129333.7
HP,16,512,i5,13.3,87095.0
HP,32,256,i5,13.3,111936.05
Asus,32,256,i5,13.3,116033.17
Acer,4,512,i5,14.0,53671.12
Acer,8,512,i7,14.0,79443.82
Dell,16,1024,i7,15.6,119421.08
Acer,8,256,i7,14.0,66141.79
HP,32,1024,i5,13.3,148000.35
Asus,16,256,i7,15.6,82948.37
HP,4,512,i9,13.3,76118.02
Asus,8,256,i3,17.0,44817.42
Asus,8,1024,i9,13.3,111894.19
Lenovo,32,512,i9,13.3,145057.67
Dell,16,512,i7,17.0,92992.55
Lenovo,8,1024,i9,15.6,111968.79
Asus,8,1024,i7,15.6,95787.97
Asus,8,1024,i7,15.6,97843.56
HP,4,512,i5,17.0,52355.12
HP,4,1024,i5,15.6,78081.35
Lenovo,32,1024,i3,17.0,136184.64
Acer,8,1024,i7,15.6,95624.84
Acer,4,512,i7,15.6,66673.92
Acer,4,512,i3,14.0,41752.12
HP,16,1024,i5,13.3,106195.76
HP,16,256,i5,14.0,71487.12
Lenovo,16,1024,i9,13.3,130046.0
Lenovo,16,512,i9,17.0,112427.6
Dell,16,256,i3,13.3,64653.08
Lenovo,32,256,i9,15.6,136084.34
Dell,16,1024,i3,17.0,92098.9
Lenovo,32,256,i3,13.3,99672.55
Acer,4,512,i5,17.0,51583.99
Dell,4,512,i5,17.0,54242.11
Lenovo,8,1024,i3,17.0,72186.97
Acer,16,256,i5,13.3,76246.45
HP,16,512,i5,13.3,87613.1
Acer,8,512,i5,13.3,62366.21
HP,32,256,i9,15.6,141792.69
HP,16,256,i9,14.0,101200.68
Acer,16,256,i9,14.0,96798.39
HP,16,512,i9,13.3,105726.68
Asus,8,256,i5,15.6,50585.16
Dell,16,1024,i5,17.0,101282.16
HP,4,1024,i9,14.0,101553.32
Acer,32,1024,i5,17.0,146648.16
Acer,4,1024,i3,14.0,63608.63
Dell,4,256,i3,15.6,34388.03
Acer,8,512,i5,17.0,62080.6
Lenovo,32,256,i9,17.0,140754.42
HP,32,1024,i9,17.0,165880.3
Lenovo,4,256,i7,15.6,55803.19
Asus,16,1024,i7,17.0,120540.11
Asus,32,256,i9,13.3,139346.64
Dell,4,256,i7,15.6,53520.12
Asus,16,1024,i7,13.3,115946.68
Dell,8,256,i3,13.3,42565.62
HP,16,1024,i5,14.0,105459.03
Acer,16,256,i7,17.0,89756.15
HP,4,512,i5,13.3,58063.58
Dell,4,256,i9,13.3,68237.13
Lenovo,8,1024,i9,15.6,107152.63
Acer,4,512,i7,15.6,65929.17
Dell,8,512,i7,13.3,78380.87
Acer,8,256,i9,15.6,74710.87
HP,8,1024,i5,13.3,87496.02
Dell,32,1024,i7,15.6,160191.04
Lenovo,32,256,i3,13.3,102873.91
Asus,16,1024,i5,17.0,103585.11
Lenovo,4,512,i3,15.6,39378.82
Acer,32,512,i7,15.6,139191.26
Dell,32,256,i3,13.3,104304.02
Dell,32,512,i3,14.0,109181.98
Lenovo,8,512,i7,15.6,74001.13
Asus,16,256,i3,15.6,59690.2
Lenovo,4,512,i7,13.3,66519.95
Dell,32,512,i5,14.0,128401.23
Lenovo,32,256,i9,14.0,139078.1
HP,8,512,i9,15.6,84818.65
Lenovo,32,256,i7,15.6,125580.02
Lenovo,8,1024,i7,17.0,100575.63
HP,8,512,i5,15.6,62422.9
Dell,4,512,i5,15.6,54699.9
Lenovo,8,1024,i5,17.0,87909.79
Dell,8,1024,i3,17.0,72081.86
Acer,32,256,i3,15.6,101840.4
Asus,32,1024,i3,14.0,134698.8
Acer,32,256,i5,15.6,113973.62
Acer,8,1024,i7,15.6,93239.31
HP,8,1024,i9,17.0,105660.7
HP,8,1024,i9,15.6,108457.05
HP,8,1024,i7,17.0,94663.64
Asus,16,256,i3,14.0,58741.83
Acer,16,256,i9,17.0,102026.8
Dell,16,1024,i5,17.0,105241.66
Dell,32,256,i5,13.3,113889.85
HP,16,256,i7,17.0,84828.35
Asus,8,512,i9,13.3,91120.43
Acer,4,256,i3,15.6,31335.28
Acer,32,1024,i5,13.3,143293.2
Lenovo,8,512,i7,13.3,75669.48
Lenovo,32,1024,i7,13.3,153281.11
Lenovo,32,512,i9,15.6,148233.43
Asus,16,256,i7,13.3,86876.06
Lenovo,8,1024,i7,15.6,94372.52
Lenovo,8,512,i5,17.0,63868.15
Asus,4,512,i7,15.6,69100.63
Dell,4,1024,i3,15.6,64202.35
Asus,8,1024,i5,17.0,85819.51
Acer,4,1024,i3,13.3,65581.47
Acer,16,512,i9,15.6,107250.49
Acer,16,1024,i3,15.6,92560.51
Asus,8,1024,i5,15.6,81020.74
Acer,16,512,i7,13.3,99951.6
Dell,8,1024,i9,13.3,106746.19
Lenovo,8,256,i5,17.0,50718.42
HP,4,1024,i3,13.3,64923.87
Asus,32,256,i7,15.6,126560.87
Lenovo,4,512,i3,13.3,42463.02
Lenovo,4,1024,i7,14.0,83210.85
Asus,4,512,i5,15.6,54889.15
Dell,32,512,i9,14.0,149889.68
HP,32,1024,i3,13.3,129584.93
Lenovo,4,256,i9,13.3,67653.96
Dell,4,512,i7,17.0,66931.26
Acer,32,512,i7,15.6,133686.53
Dell,16,256,i5,13.3,76037.26
HP,4,256,i3,13.3,28585.67
HP,8,1024,i7,13.3,96882.24
Asus,32,256,i9,17.0,137169.57
HP,32,512,i5,13.3,121359.45
Lenovo,4,1024,i5,14.0,72447.72
Lenovo,32,1024,i9,15.6,166817.8
HP,4,512,i7,15.6,69880.07
Asus,4,1024,i7,13.3,89809.29
Lenovo,16,1024,i3,15.6,90556.89
Asus,16,256,i9,13.3,98717.29
Lenovo,16,1024,i3,14.0,93850.05
HP,32,256,i3,15.6,104111.81
HP,8,256,i5,15.6,53194.46
Acer,16,1024,i5,17.0,107773.5
Dell,16,1024,i5,13.3,107620.34
Asus,32,1024,i5,14.0,148097.59
Acer,8,1024,i5,13.3,88855.74
Acer,8,512,i3,17.0,55632.93
Asus,32,256,i3,13.3,98590.33
Dell,4,512,i3,17.0,43162.37
Lenovo,8,256,i9,13.3,76145.26
HP,32,512,i3,15.6,110403.43
Acer,32,256,i7,15.6,127128.89
Lenovo,8,512,i5,17.0,67914.21
Dell,8,1024,i7,17.0,99062.29
Acer,8,256,i9,15.6,79320.64
Asus,16,256,i5,15.6,71047.45
Dell,16,256,i3,14.0,61641.02
Dell,16,1024,i7,13.3,117313.79
Acer,8,512,i5,14.0,64539.29
Dell,4,1024,i5,13.3,73698.88
Asus,8,512,i3,14.0,51713.76
Lenovo,32,1024,i9,15.6,168879.37
Lenovo,32,1024,i9,13.3,170130.81
Asus,16,1024,i3,17.0,96718.97
Acer,8,512,i7,17.0,72911.68
Acer,16,256,i7,15.6,87792.86
Asus,8,512,i5,17.0,62264.28
HP,8,256,i7,13.3,62781.58
Asus,16,1024,i5,14.0,107631.64
Lenovo,4,512,i9,13.3,75453.15
HP,8,1024,i3,13.3,70332.27
Asus,8,256,i9,14.0,79664.27
Dell,8,1024,i5,13.3,82453.59
Dell,4,256,i7,13.3,53683.56
Dell,32,1024,i9,15.6,165242.07
Dell,16,256,i7,17.0,87850.15
Dell,4,512,i5,15.6,53112.04
Lenovo,32,512,i5,13.3,121211.07
HP,4,256,i9,17.0,72116.04
Acer,32,1024,i3,15.6,129644.46
Dell,4,1024,i9,15.6,95008.0
Asus,16,256,i5,15.6,72839.08
Acer,8,512,i9,13.3,85556.96
Acer,8,256,i5,13.3,52948.24
HP,32,512,i7,14.0,140311.69
Asus,4,512,i5,13.3,50934.37
HP,32,1024,i3,15.6,135472.68
Dell,4,1024,i7,17.0,89585.67
Lenovo,4,512,i3,14.0,40332.38
Dell,4,256,i3,17.0,31872.8
Acer,8,1024,i3,13.3,75994.31
HP,16,1024,i5,17.0,102945.18
Lenovo,8,256,i7,17.0,66795.01
Lenovo,16,256,i9,15.6,97675.61
Asus,4,1024,i9,14.0,101293.91
Dell,8,512,i5,13.3,61905.68
Asus,4,1024,i5,14.0,74445.45
Lenovo,8,512,i7,13.3,77772.11
Asus,8,512,i3,14.0,51539.83
Lenovo,4,256,i9,15.6,68491.99
Asus,4,1024,i7,17.0,90672.79
Dell,4,512,i5,15.6,56549.25
Lenovo,8,512,i5,13.3,62628.28
Asus,4,1024,i7,17.0,89498.21
Acer,32,1024,i7,13.3,154166.3
Dell,8,256,i9,15.6,80887.43
Lenovo,4,256,i7,17.0,57510.48
Acer,32,256,i3,13.3,105892.61
HP,16,256,i9,13.3,95936.88
Acer,4,256,i9,15.6,69635.04
Asus,16,256,i7,17.0,82594.63
Dell,16,512,i5,15.6,81492.77
HP,16,256,i7,13.3,89230.36
HP,4,1024,i7,17.0,87905.41
HP,16,256,i7,13.3,87409.36
Acer,32,512,i7,17.0,138406.55
Asus,4,512,i7,15.6,63233.11
Dell,32,256,i3,13.3,105442.73
HP,16,512,i5,13.3,83965.84
Dell,16,512,i5,14.0,85429.9
HP,32,1024,i9,15.6,166569.18
HP,32,256,i9,17.0,137155.21
HP,8,512,i7,13.3,79878.73
Acer,8,512,i9,14.0,85962.44
HP,8,512,i9,13.3,85364.49
Acer,32,1024,i7,15.6,153184.21
Lenovo,32,1024,i7,15.6,159534.61
Dell,8,512,i3,14.0,51875.0
HP,16,1024,i7,14.0,113844.05
Dell,16,512,i3,17.0,71499.91
Dell,8,256,i3,13.3,43945.69
Lenovo,8,1024,i5,17.0,86887.87
Lenovo,8,256,i7,17.0,67300.99
Asus,8,1024,i3,17.0,74973.67
HP,16,1024,i3,15.6,92555.85
Dell,16,256,i5,14.0,71972.22
HP,4,512,i3,13.3,42557.8
Dell,32,256,i7,14.0,123554.44
HP,4,512,i9,17.0,78769.4
HP,4,512,i7,14.0,69801.36
Dell,4,1024,i3,17.0,66666.46
HP,8,512,i5,13.3,61556.42
Dell,16,256,i9,17.0,98123.33
Acer,16,512,i3,14.0,72109.91
Asus,16,256,i5,15.6,75972.37
Acer,32,256,i5,14.0,111126.57
Asus,8,1024,i5,14.0,82776.16
Lenovo,16,256,i7,17.0,83048.57
Asus,32,256,i9,14.0,141607.99
Acer,16,1024,i7,15.6,115455.83
Dell,32,1024,i3,14.0,136746.76
Lenovo,8,512,i3,17.0,52174.75
Dell,4,256,i9,15.6,72204.52
Lenovo,4,256,i3,14.0,32920.02
Dell,16,256,i3,14.0,59601.59
Dell,8,256,i5,14.0,56252.09
Acer,16,512,i9,17.0,111362.56
Asus,16,256,i7,13.3,83353.56
Lenovo,32,1024,i7,15.6,156666.76
HP,8,256,i3,14.0,43550.36
HP,32,1024,i9,15.6,169720.99
HP,16,512,i3,14.0,71758.99
Dell,8,1024,i9,13.3,110757.69
Dell,32,512,i9,17.0,145295.4
Asus,4,1024,i5,13.3,74398.08
Lenovo,32,1024,i7,13.3,154016.22
Dell,16,256,i5,14.0,75491.27
HP,4,512,i9,14.0,79588.49
Dell,16,1024,i5,15.6,104993.67
Acer,8,512,i5,15.6,62927.42
Lenovo,16,256,i7,13.3,85258.48
Lenovo,4,1024,i3,13.3,64243.16
Asus,32,512,i9,15.6,146113.79
Asus,16,1024,i9,14.0,131693.94
Acer,4,1024,i9,13.3,97025.88
Asus,8,512,i9,17.0,86441.37
HP,32,512,i3,17.0,110981.2
HP,16,256,i7,14.0,84466.38
HP,8,1024,i3,15.6,73860.88
Dell,16,512,i9,14.0,104979.93
Lenovo,4,256,i3,13.3,29644.18
Dell,8,1024,i5,15.6,84016.13
Asus,8,512,i9,14.0,88412.01
Acer,32,512,i5,14.0,123876.19
Asus,8,1024,i5,17.0,86231.86
Dell,8,1024,i5,13.3,82729.9
Lenovo,4,256,i5,13.3,45818.52
Acer,32,256,i5,17.0,114731.71
Lenovo,16,256,i3,17.0,61062.74
HP,8,1024,i9,14.0,108080.55
Acer,8,256,i3,15.6,42790.43
Dell,32,256,i9,14.0,136859.14
HP,8,512,i9,13.3,91054.74
Lenovo,32,1024,i9,17.0,167310.23
HP,4,256,i7,15.6,54325.29
