Weight,Duration,HeartRate,ExerciseType,Calories
91.47,63.73,132.18,Cycling,416.55
85.6,28.51,134.8,Running,282.16
59.95,58.79,163.93,Cycling,420.72
99.9,84.83,128.71,Cycling,572.05
81.55,66.48,148.42,Walking,330.65
88.16,70.82,112.44,Running,620.93
50.1,20.67,156.01,Walking,147.05
58.29,17.27,108.06,Running,173.01
54.94,84.19,102.96,Cycling,539.52
75.88,18.3,119.26,Running,192.79
58.04,55.59,157.9,Walking,287.83
70.62,71.61,101.82,Running,624.69
79.95,11.45,151.63,Running,138.01
71.17,75.51,162.06,Running,666.58
93.22,31.5,90.91,Walking,157.93
71.88,54.3,99.28,Walking,257.25
55.24,19.81,99.41,Running,187.83
63.04,49.51,131.88,Cycling,348.57
63.68,24.43,95.64,Cycling,186.29
67.88,65.09,104.4,Cycling,417.67
94.21,66.36,141.47,Running,595.48
67.88,86.84,107.28,Cycling,553.98
77.62,39.02,138.48,Walking,197.27
89.49,65.78,107.57,Running,567.51
98.53,85.37,136.53,Walking,379.48
70.55,42.1,146.32,Walking,226.18
75.47,32.15,94.87,Cycling,219.18
60.39,52.28,163.28,Running,479.98
69.56,53.12,142.27,Walking,247.81
98.06,38.75,164.03,Cycling,302.7
52.36,39.46,152.26,Walking,203.6
67.65,10.39,115.28,Walking,93.54
54.83,30.37,161.56,Running,297.51
53.08,39.87,152.7,Cycling,281.88
50.57,39.41,91.39,Cycling,267.8
90.84,70.56,107.43,Cycling,457.59
73.5,18.8,122.09,Walking,131.84
53.89,13.67,154.39,Running,148.36
77.81,76.36,159.98,Running,656.57
66.73,47.58,113.82,Cycling,340.69
52.02,35.38,146.44,Cycling,260.33
78.32,71.61,95.33,Cycling,470.71
88.6,54.45,99.86,Cycling,356.99
72.87,16.54,103.11,Walking,117.74
98.15,53.54,136.96,Cycling,372.65
91.76,36.4,158.85,Cycling,281.7
94.32,67.61,91.16,Cycling,454.91
61.24,45.31,90.38,Cycling,295.46
88.2,86.42,139.53,Cycling,574.23
67.61,21.99,112.46,Cycling,167.05
61.81,77.36,114.65,Running,666.84
71.39,45.3,147.34,Cycling,329.28
65.21,58.36,114.77,Cycling,385.91
68.52,86.54,153.78,Walking,395.69
72.78,31.5,137.85,Walking,182.82
54.16,65.43,99.99,Walking,294.82
99.14,81.84,132.31,Cycling,550.53
98.96,73.65,146.11,Walking,343.44
57.35,37.89,104.78,Cycling,270.09
91.07,36.46,149.65,Cycling,273.66
93.08,43.71,151.65,Walking,234.52
86.72,74.09,107.52,Running,620.84
59.15,66.83,158.74,Walking,320.47
58.15,88.66,132.81,Running,757.43
94.43,82.0,90.23,Running,686.52
91.27,89.27,91.98,Walking,380.8
65.73,65.91,131.11,Walking,316.06
75.32,30.82,168.45,Running,300.51
54.61,25.91,162.22,Running,247.05
90.57,79.54,162.61,Walking,378.81
78.59,79.61,98.18,Walking,348.99
60.2,37.25,91.25,Walking,184.44
86.15,60.74,135.18,Running,526.37
96.93,52.2,160.54,Walking,265.74
74.7,60.33,145.49,Walking,277.9
63.02,28.98,99.75,Running,271.08
83.23,53.14,156.79,Running,470.45
69.72,12.57,103.06,Cycling,112.23
77.61,66.77,103.37,Walking,305.26
81.1,62.76,126.04,Walking,284.0
74.31,26.65,163.87,Walking,150.58
81.97,45.33,161.84,Running,411.26
85.05,57.99,130.73,Running,499.91
82.04,81.44,164.2,Walking,384.32
80.7,63.54,144.86,Walking,313.23
86.0,50.92,152.11,Cycling,356.95
51.8,60.74,105.53,Walking,271.48
78.93,86.25,161.49,Cycling,578.86
83.58,67.65,142.29,Cycling,453.85
68.5,52.49,140.08,Cycling,359.08
55.82,59.09,127.14,Walking,271.59
58.57,74.64,128.33,Cycling,499.28
52.73,35.61,91.38,Walking,173.57
90.73,61.23,92.47,Running,534.93
60.04,51.56,111.0,Cycling,353.67
68.74,56.25,129.52,Running,510.38
62.13,31.79,123.97,Cycling,222.74
87.84,81.71,155.44,Running,695.47
77.55,57.46,123.71,Cycling,393.46
86.44,65.19,137.82,Cycling,438.12
70.5,74.05,169.4,Running,656.73
94.85,55.84,139.19,Cycling,381.42
71.76,56.97,155.97,Walking,280.83
94.69,22.01,118.56,Walking,144.89
91.99,29.0,155.09,Walking,159.49
80.72,80.07,153.5,Cycling,526.35
84.53,78.12,127.67,Walking,355.49
71.14,61.14,160.76,Cycling,434.01
98.44,17.26,162.26,Walking,138.56
72.51,19.02,92.66,Walking,103.75
93.77,63.73,160.23,Cycling,430.82
62.05,81.4,130.84,Walking,360.21
59.3,82.63,152.99,Walking,368.78
53.18,25.78,119.13,Running,242.46
91.75,18.4,130.22,Cycling,151.57
66.7,29.34,164.29,Running,291.63
77.5,23.24,133.66,Walking,135.96
79.96,65.46,160.95,Walking,313.16
67.84,23.9,137.37,Running,248.8
92.78,17.46,143.62,Walking,120.65
62.8,73.54,141.06,Cycling,497.61
99.51,31.47,128.02,Running,309.81
63.15,77.84,109.64,Running,654.69
52.09,56.08,128.63,Cycling,379.12
78.28,75.83,91.61,Cycling,489.32
74.07,49.49,139.62,Walking,237.39
75.98,32.77,155.62,Running,307.42
54.4,29.87,157.56,Running,289.63
73.46,86.12,157.39,Running,753.75
88.56,29.54,106.18,Cycling,225.26
67.46,42.37,126.71,Walking,215.35
62.12,80.22,129.0,Running,682.89
99.62,80.91,162.97,Walking,389.61
92.79,20.41,132.46,Cycling,158.98
87.14,57.79,153.8,Cycling,404.16
78.44,48.56,120.81,Cycling,346.06
81.95,66.14,93.17,Running,562.83
66.26,43.99,93.56,Cycling,288.99
62.1,18.87,91.49,Running,199.54
68.34,31.99,163.09,Cycling,258.76
87.31,77.87,162.21,Cycling,523.92
78.52,30.82,94.96,Running,296.94
88.4,40.84,94.98,Cycling,294.55
65.77,67.88,126.86,Walking,325.6
74.93,62.72,104.23,Cycling,412.83
65.28,36.04,153.38,Running,344.92
64.91,86.78,119.46,Cycling,567.31
68.05,62.75,110.73,Running,540.33
76.49,30.71,153.84,Walking,175.78
78.63,68.37,146.54,Walking,332.83
53.32,40.04,92.85,Cycling,281.71
86.83,84.96,129.95,Running,725.5
57.02,22.71,122.02,Running,218.15
93.35,29.65,130.13,Walking,173.36
60.55,85.36,154.7,Walking,407.24
96.56,19.09,143.07,Walking,128.25
92.44,40.71,92.96,Running,353.84
97.16,55.55,151.98,Cycling,374.75
57.96,29.18,120.82,Cycling,207.68
81.85,35.72,146.49,Walking,188.13
84.33,13.87,135.13,Walking,116.45
58.06,30.29,146.58,Running,303.52
94.05,30.21,132.53,Cycling,231.95
83.99,46.85,156.05,Running,427.74
86.45,79.77,115.82,Walking,362.5
81.47,70.28,106.5,Walking,314.18
91.35,38.3,138.65,Running,344.34
74.29,20.28,144.48,Cycling,183.46
71.58,82.71,112.23,Walking,363.21
73.68,16.54,112.69,Walking,113.71
74.3,26.23,163.66,Running,252.3
96.46,82.12,120.34,Running,706.63
91.88,12.08,143.59,Cycling,114.48
66.77,10.69,117.64,Running,132.82
98.51,83.21,103.65,Cycling,537.63
74.02,55.44,108.81,Running,497.91
73.38,41.28,102.63,Walking,209.8
78.97,87.66,130.61,Running,752.1
64.21,56.3,96.84,Running,488.51
80.28,71.93,125.99,Running,632.48
81.94,66.95,153.84,Cycling,470.12
85.17,44.05,154.58,Running,418.02
92.5,56.67,109.88,Walking,254.93
71.71,50.03,100.66,Cycling,327.94
67.89,66.41,151.45,Walking,316.45
82.79,42.92,147.31,Walking,219.8
89.31,64.51,126.63,Walking,292.84
64.74,19.37,92.85,Cycling,140.56
52.41,35.51,127.2,Walking,174.38
81.97,36.19,91.79,Walking,180.8
73.38,69.3,111.25,Walking,326.93
98.1,88.89,138.54,Walking,409.34
91.68,56.61,147.51,Cycling,406.05
79.33,69.6,95.66,Cycling,461.14
78.01,76.6,121.43,Cycling,496.57
61.66,18.55,132.07,Walking,129.24
73.42,17.04,116.71,Cycling,156.18
64.35,53.84,140.85,Cycling,383.76
90.67,55.37,155.35,Cycling,392.47
65.8,64.1,156.69,Running,577.17
51.12,54.91,105.31,Cycling,374.02
50.68,75.22,156.55,Walking,352.53
90.59,68.38,137.38,Cycling,449.75
77.82,33.97,134.26,Cycling,243.66
79.23,46.62,130.35,Cycling,339.6
50.64,53.35,152.87,Cycling,370.68
86.8,22.89,162.32,Running,248.02
86.92,82.26,165.07,Cycling,556.28
71.06,74.54,160.05,Running,654.14
59.48,54.69,94.05,Cycling,369.89
92.06,51.12,128.0,Cycling,368.96
74.39,17.79,153.13,Running,204.9
66.59,30.12,120.3,Running,295.41
71.96,88.4,143.69,Walking,404.4
53.26,83.37,130.51,Walking,368.58
78.65,40.24,128.44,Cycling,295.7
92.15,14.77,160.08,Cycling,143.66
75.35,49.62,92.23,Running,424.42
71.78,45.1,99.74,Walking,222.32
87.4,67.54,153.8,Running,594.05
71.36,67.51,163.78,Running,597.26
72.62,15.08,97.88,Running,171.65
64.4,48.78,121.07,Walking,244.08
85.35,81.86,169.06,Walking,397.51
81.5,10.22,155.01,Walking,84.21
59.57,51.92,125.43,Walking,265.87
65.58,44.99,134.02,Walking,238.04
85.56,88.42,156.3,Walking,407.32
68.56,19.58,138.78,Running,203.04
61.91,52.56,119.65,Cycling,370.13
80.81,65.46,101.48,Walking,308.25
83.63,63.77,152.47,Cycling,445.81
53.01,57.14,98.07,Cycling,389.23
60.49,34.47,141.04,Walking,187.24
87.15,72.24,166.93,Cycling,501.81
97.92,76.18,155.04,Walking,363.34
67.13,43.48,120.22,Running,386.18
87.6,20.15,96.46,Running,197.93
85.82,81.72,135.19,Cycling,534.38
75.68,78.27,160.86,Running,694.88
75.97,81.9,96.69,Cycling,517.29
66.04,74.8,99.53,Running,624.91
75.88,75.53,138.51,Cycling,517.18
72.52,34.59,134.66,Walking,190.81
73.1,40.4,115.56,Cycling,297.77
80.14,57.89,100.51,Running,514.22
55.27,78.53,157.31,Walking,363.64
59.93,66.57,148.95,Cycling,452.61
60.9,41.41,101.96,Cycling,281.51
57.03,32.1,126.74,Walking,167.28
79.11,34.97,104.68,Walking,187.16
66.56,22.17,146.7,Cycling,198.17
82.86,15.79,141.07,Running,181.71
69.28,69.65,160.66,Cycling,471.79
68.16,60.53,153.45,Running,522.65
80.37,64.25,161.76,Running,566.41
75.48,27.09,144.44,Cycling,222.04
56.51,79.29,149.41,Cycling,524.63
89.25,58.47,151.02,Running,524.03
89.68,24.95,135.12,Walking,138.04
83.36,41.92,126.81,Cycling,303.89
64.24,64.33,97.19,Cycling,421.75
78.0,18.84,120.32,Walking,126.71
96.47,89.05,113.4,Running,763.16
89.21,50.24,111.32,Walking,251.38
90.22,55.06,108.53,Cycling,379.79
97.95,44.85,124.16,Cycling,320.58
84.6,12.72,154.9,Cycling,136.15
78.72,61.92,133.05,Cycling,422.29
52.26,21.94,101.4,Cycling,153.66
66.27,63.93,142.14,Cycling,428.87
61.2,62.05,147.44,Walking,298.23
73.83,32.6,122.6,Running,294.95
58.17,34.6,156.48,Walking,181.85
87.89,67.42,96.37,Running,569.46
87.2,55.31,117.42,Cycling,364.71
65.48,20.27,101.0,Cycling,159.5
65.65,85.48,97.57,Running,719.71
64.27,12.53,133.76,Walking,97.69
69.47,74.43,115.46,Walking,331.57
69.61,44.96,143.28,Cycling,331.74
89.19,22.68,95.92,Walking,116.72
71.79,85.56,126.58,Cycling,561.17
53.22,78.23,151.44,Running,673.12
99.9,84.39,101.2,Walking,380.19
88.66,82.2,156.29,Cycling,549.15
69.8,49.16,162.34,Walking,259.15
62.22,83.76,106.14,Running,706.69
80.62,19.48,95.79,Running,190.9
87.92,83.38,121.1,Cycling,530.47
88.82,25.99,101.48,Running,247.4
76.2,19.22,99.8,Running,184.45
98.88,48.93,147.06,Walking,246.84
99.04,80.6,140.41,Running,704.97
61.98,48.31,133.9,Cycling,324.64
69.55,56.85,166.61,Walking,292.11
58.76,58.47,93.46,Running,494.78
62.93,41.09,137.68,Walking,200.36
55.39,62.36,151.26,Cycling,432.94
71.05,34.37,146.56,Cycling,267.48
76.02,20.91,115.56,Running,212.54
78.55,79.19,125.4,Running,691.31
57.35,46.54,103.54,Cycling,327.67
89.58,10.0,150.78,Walking,83.17
77.15,61.42,125.38,Running,543.52
65.05,79.29,155.05,Cycling,523.11
89.25,13.3,101.22,Walking,93.07
62.94,81.41,104.9,Cycling,539.8
91.29,89.77,103.58,Running,773.26
62.42,30.04,92.99,Walking,160.94
59.53,13.68,122.03,Walking,111.67
99.72,35.14,120.36,Running,339.47
89.62,17.22,166.41,Running,197.73
83.8,38.9,94.73,Walking,178.1
94.42,85.87,149.3,Running,751.82
87.35,34.16,120.49,Running,323.79
81.62,50.33,103.78,Cycling,332.06
59.37,37.98,127.97,Walking,181.31
60.26,13.0,128.99,Walking,97.44
93.7,43.29,138.54,Cycling,309.21
62.35,45.44,104.18,Cycling,295.77
61.83,26.46,143.47,Running,271.43
71.71,21.05,93.59,Running,218.09
82.06,53.94,130.99,Walking,266.77
87.57,69.82,141.34,Cycling,463.56
97.3,10.33,138.94,Cycling,113.06
62.43,53.12,109.0,Running,451.52
96.39,68.69,140.57,Running,612.71
71.28,80.87,154.7,Running,695.09
59.0,29.38,130.29,Walking,149.81
60.61,38.48,105.25,Running,347.28
58.44,29.53,148.09,Cycling,238.29
88.9,53.36,119.56,Walking,247.09
62.82,17.82,163.96,Running,186.1
81.4,80.13,93.15,Walking,343.98
66.33,67.17,169.86,Walking,333.14
68.26,48.55,108.11,Cycling,321.22
72.22,83.06,140.98,Running,711.1
69.73,84.06,102.48,Cycling,536.86
96.77,10.43,154.27,Walking,112.17
74.15,68.23,145.77,Cycling,451.92
61.09,11.62,137.88,Cycling,114.95
59.44,74.78,93.87,Running,621.14
93.9,24.1,93.41,Running,241.76
99.64,44.13,148.82,Walking,237.11
77.91,81.57,114.57,Walking,377.77
56.3,51.5,146.55,Walking,262.99
70.05,81.35,166.87,Cycling,550.59
62.0,11.85,119.5,Walking,90.89
86.9,42.21,128.35,Running,386.48
51.18,27.62,105.25,Walking,137.36
98.02,52.98,164.35,Running,493.91
65.88,38.27,145.87,Cycling,279.42
77.7,47.64,169.65,Walking,237.92
75.11,53.21,156.44,Running,467.34
68.69,60.83,132.22,Running,539.65
96.84,74.41,139.13,Running,646.13
95.34,48.62,139.98,Walking,254.4
91.13,44.32,100.43,Cycling,316.41
54.58,61.48,141.06,Running,554.13
90.83,51.02,112.39,Walking,252.59
98.39,61.54,149.01,Cycling,435.78
99.46,12.52,116.46,Running,132.7
86.84,64.32,127.73,Cycling,442.11
83.18,29.18,148.63,Running,296.88
88.88,86.1,119.49,Walking,388.45
67.31,37.86,144.66,Running,350.72
51.03,11.99,142.22,Cycling,109.07
88.08,75.12,149.75,Walking,343.89
72.56,83.3,98.72,Running,715.92
92.68,59.06,166.95,Walking,289.46
92.11,28.64,132.75,Running,278.59
55.93,12.12,132.66,Cycling,105.95
81.36,50.73,154.16,Cycling,345.86
73.27,73.24,100.26,Running,609.3
71.71,45.43,93.66,Cycling,321.28
81.48,31.48,169.35,Walking,192.47
73.72,43.59,122.45,Cycling,313.55
90.7,17.08,108.5,Walking,107.94
70.24,83.22,99.35,Cycling,535.4
87.31,29.83,102.62,Cycling,214.54
71.01,79.85,161.53,Walking,389.3
84.23,10.84,108.93,Running,142.66
94.27,80.11,140.5,Walking,379.56
60.7,32.83,148.74,Running,314.47
57.04,57.08,168.32,Walking,287.23
58.08,76.65,124.56,Cycling,499.12
84.66,20.15,164.8,Cycling,177.15
63.13,80.74,143.49,Running,683.38
66.18,52.62,120.96,Walking,253.14
94.39,61.0,93.25,Walking,279.42
62.71,50.94,125.8,Cycling,352.89
70.54,20.24,128.91,Walking,136.49
84.7,79.38,113.61,Running,684.03
86.0,16.5,139.63,Walking,105.29
71.95,68.24,157.88,Walking,322.96
94.1,48.11,125.51,Walking,241.49
79.38,53.37,135.7,Cycling,362.83
89.29,32.77,151.35,Cycling,249.59
66.54,21.76,120.81,Running,213.4
92.84,70.27,98.36,Cycling,470.28
96.45,79.17,125.98,Walking,375.41
50.12,73.54,93.61,Running,633.12
63.62,89.66,97.09,Cycling,587.3
60.73,34.4,100.99,Running,317.87
97.52,41.05,120.64,Walking,202.63
90.87,75.46,119.59,Running,654.66
93.49,84.26,125.54,Walking,386.68
96.52,37.69,91.74,Running,335.23
72.27,27.71,148.85,Cycling,227.56
61.67,27.87,139.11,Running,278.72
99.62,65.44,141.72,Walking,313.6
58.43,38.61,90.91,Cycling,266.54
70.42,86.88,158.18,Cycling,564.17
51.24,65.26,125.53,Running,563.38
64.83,54.58,161.35,Cycling,388.81
63.03,14.75,140.87,Cycling,131.13
78.96,15.65,145.6,Running,172.27
53.42,79.15,102.55,Walking,341.48
89.3,74.12,163.34,Walking,347.94
99.95,15.69,90.64,Walking,108.52
57.13,15.53,147.1,Walking,121.31
62.44,36.27,105.08,Cycling,267.98
93.64,34.2,113.68,Cycling,256.08
89.0,53.56,128.24,Walking,257.42
51.56,44.5,156.12,Running,398.83
75.25,87.9,112.61,Cycling,555.28
76.01,61.58,148.91,Cycling,430.75
64.94,58.29,142.79,Cycling,391.93
83.66,17.66,101.33,Walking,95.33
51.42,38.74,169.34,Walking,222.02
91.29,81.36,142.14,Running,715.96
83.18,64.2,148.66,Cycling,432.6
57.32,72.48,102.01,Running,620.65
63.37,20.45,118.54,Cycling,175.85
54.3,17.22,148.38,Cycling,148.46
81.07,32.27,126.57,Walking,184.44
51.98,74.76,117.4,Walking,332.95
75.84,70.61,161.91,Walking,339.29
78.11,38.04,146.95,Walking,218.72
87.35,79.64,147.77,Running,677.64
52.11,15.7,153.71,Running,164.74
74.47,39.68,130.89,Walking,216.89
70.48,78.22,155.79,Walking,366.29
79.5,21.67,100.88,Cycling,159.67
88.2,14.29,137.74,Cycling,147.66
71.25,55.12,131.59,Walking,268.22
62.32,82.85,137.94,Running,697.57
59.97,71.42,129.18,Walking,327.48
63.95,17.61,104.43,Walking,122.63
51.26,11.8,156.29,Cycling,129.41
88.72,23.87,130.68,Walking,151.94
91.42,13.81,94.98,Running,150.03
99.18,20.52,116.33,Cycling,153.66
51.25,34.88,105.79,Running,321.13
64.91,77.79,153.73,Running,661.53
67.59,46.74,146.38,Cycling,328.14
98.97,13.07,131.73,Running,163.28
72.03,86.73,154.54,Running,746.6
61.64,58.41,92.48,Running,509.21
84.02,39.12,164.42,Walking,224.35
80.77,42.43,96.35,Cycling,291.02
78.19,49.25,169.31,Walking,255.14
96.32,35.55,150.35,Cycling,271.94
99.96,87.98,166.79,Walking,400.55
71.34,88.24,100.05,Running,757.33
85.36,11.24,155.96,Walking,101.47
82.13,67.4,136.85,Running,587.76
55.41,14.98,119.22,Walking,86.69
92.55,29.33,140.54,Walking,159.72
83.6,38.91,120.57,Walking,201.72
59.54,27.56,141.61,Walking,156.03
81.09,31.03,150.27,Walking,186.28
53.78,43.42,103.51,Running,379.83
62.46,84.12,118.26,Cycling,556.22
73.28,12.95,122.94,Running,136.87
60.4,86.11,144.15,Cycling,568.15
87.59,44.35,136.83,Running,390.78
61.0,40.64,156.01,Walking,222.83
72.88,74.91,101.76,Cycling,478.49
94.16,12.87,140.05,Walking,114.87
95.5,72.14,153.06,Running,642.68
53.35,26.13,157.38,Walking,158.78
53.49,50.28,112.73,Running,444.35
80.91,50.85,149.24,Cycling,366.41
59.96,89.77,129.64,Walking,409.19
62.36,76.74,101.1,Cycling,507.15
52.27,75.59,125.77,Cycling,507.99
99.4,34.98,131.18,Cycling,262.61
99.44,86.2,149.52,Cycling,558.25
63.96,69.77,152.06,Running,616.42
83.83,60.9,152.43,Walking,309.94
55.8,57.8,152.65,Walking,293.55
69.55,33.13,103.99,Walking,174.61
87.3,16.78,146.62,Running,178.0
87.8,43.38,134.78,Walking,233.04
88.73,55.71,163.67,Cycling,397.42
85.58,47.1,144.0,Cycling,347.7
99.77,20.24,139.64,Running,210.46
68.63,53.78,99.76,Walking,246.06
93.07,82.68,123.52,Walking,388.6
88.83,64.89,162.93,Cycling,461.5
98.25,47.45,149.85,Walking,248.84
82.08,58.44,94.51,Cycling,383.74
90.27,14.73,98.66,Walking,103.76
63.07,10.38,131.93,Running,128.01
78.06,72.5,103.98,Cycling,465.99
95.07,73.72,140.88,Cycling,489.24
59.1,11.87,98.57,Cycling,108.22
88.13,56.76,158.9,Running,520.87
80.61,20.84,163.55,Cycling,191.2
57.85,14.79,164.86,Walking,117.44
92.17,42.82,169.88,Walking,221.96
93.81,43.52,153.67,Running,414.04
63.35,75.51,159.52,Walking,370.35
86.05,49.59,138.24,Running,458.53
60.62,70.66,161.24,Cycling,465.36
50.6,58.83,91.43,Running,516.64
91.9,55.88,116.2,Running,483.99
76.73,80.41,165.84,Walking,368.66
90.79,31.68,162.05,Cycling,238.93
63.83,67.23,153.04,Cycling,466.16
57.74,55.57,99.38,Running,489.35
81.48,48.37,135.34,Cycling,329.33
78.84,55.05,141.35,Cycling,391.28
71.42,37.2,131.48,Cycling,263.25
60.62,38.95,158.99,Walking,202.69
80.18,79.8,158.09,Walking,383.84
71.13,72.41,114.78,Cycling,483.99
50.29,31.87,148.75,Running,298.14
74.6,22.16,95.9,Running,204.7
61.7,55.63,106.08,Cycling,375.23
53.8,74.24,149.93,Running,649.57
94.6,74.58,119.64,Cycling,506.66
96.05,76.34,160.68,Running,655.74
72.92,34.73,113.85,Walking,194.96
73.35,23.41,111.46,Walking,125.57
84.11,68.26,142.82,Running,586.53
88.57,65.22,169.76,Walking,310.21
75.32,38.9,110.67,Cycling,263.93
73.7,85.95,130.82,Walking,400.99
55.78,29.9,121.01,Running,277.71
89.28,81.9,93.21,Walking,377.44
92.93,23.75,134.05,Running,246.43
80.96,34.96,104.14,Running,318.81
71.84,40.46,130.05,Cycling,288.49
58.83,68.46,106.72,Walking,318.96
71.39,11.96,155.15,Walking,108.62
55.06,78.95,157.5,Cycling,534.34
68.76,63.75,133.71,Running,550.05
55.22,52.39,110.5,Walking,260.76
60.63,50.23,168.83,Walking,247.51
93.65,22.9,106.67,Cycling,170.39
63.01,41.81,166.83,Running,397.7
83.19,75.11,133.75,Walking,352.12
71.91,82.07,145.16,Walking,382.9
66.82,17.08,107.64,Cycling,138.41
56.13,50.55,122.32,Cycling,339.55
90.54,29.13,130.03,Running,272.0
83.39,19.49,159.43,Walking,128.79
99.7,39.72,127.36,Cycling,298.61
59.33,82.8,167.49,Running,708.3
92.94,24.56,143.05,Running,246.82
52.47,50.7,118.17,Walking,240.52
73.02,36.81,151.7,Running,334.17
90.47,81.11,156.56,Cycling,538.29
78.01,61.99,137.57,Cycling,417.33
55.61,56.61,135.92,Cycling,394.86
74.23,85.36,155.12,Running,750.04
94.2,67.5,166.55,Walking,325.9
67.06,22.88,164.68,Running,229.9
75.38,65.0,152.14,Walking,310.42
93.5,59.74,114.84,Walking,277.76
83.05,42.74,152.76,Walking,224.74
92.85,21.39,115.76,Walking,135.79
81.73,67.36,128.85,Running,579.89
56.54,22.69,106.29,Running,211.95
55.15,85.5,125.56,Cycling,559.63
99.23,63.12,117.65,Running,547.6
61.92,66.47,90.84,Walking,302.97
82.96,78.32,141.78,Walking,378.79
69.75,84.38,166.47,Running,739.35
89.65,32.71,142.88,Running,320.26
94.17,17.69,157.03,Running,207.15
98.56,39.75,125.36,Cycling,286.39
68.51,86.34,92.03,Running,722.2
65.45,13.99,166.63,Walking,124.3
72.11,86.55,106.27,Cycling,564.7
59.93,20.89,107.51,Cycling,165.74
86.65,47.4,135.44,Cycling,336.2
72.46,13.98,103.99,Cycling,118.73
50.49,78.58,130.78,Cycling,527.48
54.77,61.39,154.16,Walking,309.39
59.46,43.03,103.04,Running,377.31
74.41,35.79,103.68,Cycling,260.47
85.5,76.55,153.99,Walking,367.95
65.42,71.78,101.63,Cycling,479.83
76.25,57.69,111.15,Running,498.7
87.6,20.77,163.61,Walking,147.19
69.66,79.92,90.67,Cycling,513.63
78.23,20.65,131.41,Walking,136.88
91.01,58.48,121.68,Cycling,403.79
50.19,12.46,97.47,Running,126.08
98.81,79.86,151.5,Cycling,529.85
76.21,81.23,166.01,Running,718.82
64.4,79.98,151.44,Walking,362.97
75.49,60.89,141.06,Cycling,415.54
63.66,62.7,128.24,Cycling,408.29
64.93,66.85,151.66,Walking,329.71
55.2,36.19,152.59,Cycling,279.92
54.5,20.34,99.64,Running,196.19
58.73,32.15,96.69,Running,304.53
85.79,72.2,103.41,Walking,338.81
54.84,71.77,140.08,Walking,319.78
62.11,32.51,143.52,Cycling,251.96
83.0,60.63,147.9,Walking,293.97
94.15,25.26,147.08,Walking,165.76
93.95,34.61,141.33,Cycling,269.71
79.61,26.46,156.84,Cycling,227.85
59.88,61.47,153.06,Cycling,413.32
64.8,37.92,149.46,Running,351.01
85.84,31.58,105.21,Running,284.59
89.94,17.67,147.41,Running,199.31
53.61,66.62,114.59,Cycling,439.07
86.51,59.75,155.2,Walking,299.7
77.92,82.82,128.78,Running,718.23
53.76,18.56,94.25,Cycling,140.89
74.45,62.05,118.15,Running,552.69
80.4,18.68,165.54,Running,195.87
79.87,38.42,146.34,Running,366.53
90.57,52.35,138.76,Walking,250.58
85.54,50.49,146.9,Walking,259.24
54.42,25.17,129.64,Walking,143.15
84.66,65.09,105.95,Walking,288.93
78.54,10.88,130.94,Walking,98.74
51.41,35.58,110.63,Running,321.58
54.03,61.9,136.27,Running,527.0
99.27,88.97,107.85,Walking,383.76
86.36,30.55,94.03,Cycling,214.41
50.26,74.3,111.39,Walking,327.47
87.0,14.69,163.18,Walking,124.2
66.74,84.56,131.63,Walking,393.86
50.0,80.11,167.59,Cycling,533.52
61.24,71.83,119.67,Walking,329.03
68.81,47.24,115.94,Walking,222.65
78.7,78.12,90.2,Running,650.37
62.84,37.7,125.45,Walking,207.68
90.93,69.87,92.06,Running,601.69
70.02,41.06,120.63,Walking,203.17
74.31,72.8,121.94,Running,634.56
96.31,68.4,139.48,Walking,332.52
66.04,22.83,110.46,Cycling,177.31
86.37,34.22,161.34,Running,324.58
65.08,81.79,101.53,Walking,351.06
85.16,44.15,169.26,Cycling,323.28
78.36,58.94,91.92,Walking,260.42
64.27,20.94,106.46,Cycling,154.83
81.9,75.81,168.08,Walking,359.49
57.39,42.96,149.66,Walking,218.68
95.55,50.93,127.23,Walking,251.53
75.21,19.54,144.64,Cycling,168.01
73.01,62.97,161.43,Walking,295.9
55.51,47.6,113.01,Walking,232.65
74.51,52.63,117.43,Running,449.21
75.19,74.54,121.88,Walking,329.05
66.99,23.91,99.31,Walking,142.41
57.3,10.69,138.11,Cycling,103.43
80.23,22.43,132.59,Running,216.85
64.41,18.84,154.76,Cycling,180.7
56.67,88.52,108.29,Running,740.97
61.11,25.81,126.15,Walking,143.89
82.49,15.4,149.31,Running,161.38
94.07,31.67,111.57,Running,287.5
72.13,79.5,158.68,Walking,376.74
91.99,22.97,137.1,Walking,142.24
97.57,79.25,120.15,Cycling,529.45
72.05,17.59,132.48,Walking,110.07
77.31,29.35,102.4,Running,273.19
86.72,71.02,108.28,Running,594.72
67.71,72.79,94.5,Cycling,481.01
89.54,40.18,112.53,Cycling,275.18
91.87,50.53,101.39,Walking,235.97
79.94,29.51,155.89,Walking,172.35
68.81,61.89,158.09,Cycling,440.6
73.75,29.98,158.81,Walking,181.16
80.02,25.28,166.55,Running,254.88
69.25,72.13,95.57,Cycling,483.29
66.07,33.66,153.9,Walking,200.58
57.99,79.57,159.85,Walking,373.56
89.62,65.48,100.43,Walking,302.03
99.77,54.54,123.19,Cycling,377.6
82.79,24.11,135.23,Walking,153.23
54.8,68.23,90.82,Walking,311.53
86.78,18.49,125.62,Cycling,163.1
69.84,50.48,148.46,Walking,264.72
54.25,31.26,151.14,Walking,171.71
91.8,52.1,143.86,Running,463.17
